1	DAG HAMMARSKJOLD PLZ 11212		
1	DIVISION AVENUE 11211		
1	NORTH PIER 11211		
1	PENN PLZ 11225		
1	PENN PLZ 11225		
1	METROTECH CTR N 11201	40.693463	-73.987227
1	WORLD TRADE CTR 11206		
1	DAG HAMMARSKJOLD PLZ 11207		
1	HOLLOW LN 11413		
1	WORLD TRADE CTR 11217		
1	DAG HAMMARSKJOLD PLZ 11207		
1	DAG HAMMARSKJOLD PLZ 11207		
1	WORLD TRADE CTR 11208		
1	WORLD TRADE CTR 11203		
1	WORLD TRADE CTR 11427		
1	WORLD TRADE CTR 11004		
1	PENN PLZ 11226		
1	PENN PLZ 11226		
1	PENN PLZ 11226		
1	PENN PLZ 11226		
1	PENN PLZ 11226		
1	PENN PLZ 11226		
1	CENTRE ST 11209		
